Index,1_WD_COS,1_WD_SIN,1_NO,1_NH3,1_SO2,1_FOR,1_NO2,1_BEN,1_TOL,1_pXY,1_mXY,1_123TMB,1_oXY,1_ETB,1_STY,1_CO2,1_CH4,1_H2S,1_CO,1_WS,1_TEMP,1_ATP,1_SR,1_o3ppb,8hro3ppb
2121,-0.995,0.099,92.300,8.800,8.600,6.600,85.500,3.800,8.900,5.700,8.500,4.200,4.300,102.800,2.100,736.600,1.600,3.200,1.000,0.800,16.900,102.000,587.400,15.460,8.389
2122,0.958,0.287,28.400,3.800,7.000,7.600,59.000,3.700,19.400,2.900,6.200,3.500,4.500,142.400,7.200,763.800,1.400,1.900,0.800,0.900,18.900,101.900,685.800,35.780,11.935
2123,-0.998,0.066,15.700,1.500,43.800,9.900,40.500,3.200,11.200,3.100,4.000,3.700,6.100,59.900,7.500,871.600,1.500,1.300,0.600,1.200,20.100,101.800,731.500,41.690,16.336
2124,0.091,0.996,20.100,2.800,24.100,13.600,47.300,2.300,14.300,2.900,5.800,6.400,7.200,62.500,8.000,856.600,1.300,1.500,0.600,1.400,20.900,101.700,775.200,40.950,20.615
2125,-0.834,0.552,11.600,1.800,150.700,8.600,39.700,1.400,12.500,1.800,8.800,19.700,5.200,26.600,3.600,887.900,1.300,1.900,0.400,2.000,20.800,101.600,436.500,38.320,24.585
2126,-0.066,0.998,17.500,8.800,71.500,5.500,43.800,2.600,7.900,3.900,3.300,5.800,4.400,65.500,13.700,1012.300,1.400,2.700,0.500,3.200,20.300,101.600,313.800,38.710,28.325
2127,0.468,0.884,13.000,0.700,53.700,9.200,62.300,2.200,8.800,2.500,3.600,5.200,3.600,31.800,8.100,932.700,1.400,2.000,0.500,2.500,19.800,101.600,195.100,30.550,31.228
2128,0.471,0.882,15.400,4.800,53.800,6.700,85.700,2.400,11.200,2.800,5.700,5.900,5.800,21.500,5.800,881.400,1.400,2.000,0.700,3.000,18.700,101.600,85.200,25.410,33.359
2129,0.272,0.962,9.900,3.800,55.700,2.400,102.000,3.300,11.900,3.200,5.500,5.200,3.900,17.800,10.500,1007.600,1.500,2.300,0.800,3.400,17.800,101.600,13.700,24.690,34.513
2130,0.129,0.992,11.100,4.900,34.900,5.400,107.800,3.900,16.600,3.900,6.700,3.500,6.100,20.800,10.500,1047.600,1.600,2.400,0.900,2.800,17.000,101.600,1.400,17.550,32.234
2131,0.162,0.987,26.000,3.600,22.600,5.800,133.300,2.200,25.900,6.400,9.600,9.500,7.400,36.500,7.100,956.800,1.500,2.600,1.200,2.000,16.600,101.600,1.400,6.670,27.856
2132,-0.272,0.962,28.600,7.800,59.000,3.700,132.200,4.000,37.300,6.800,13.600,10.600,9.200,30.900,5.300,1133.700,1.500,2.500,1.200,3.100,16.300,101.600,1.400,9.320,23.903
2133,-0.249,0.969,32.300,8.600,64.800,2.400,126.400,3.800,26.800,5.900,11.800,8.600,9.000,23.800,6.100,1157.800,1.400,3.600,1.200,3.500,16.300,101.600,1.400,10.850,20.469
2134,-0.220,0.976,12.200,6.500,25.000,1.900,108.000,3.100,15.500,4.400,7.600,6.700,4.800,17.200,12.100,1364.900,1.400,3.000,0.900,4.500,15.800,101.500,1.400,15.970,17.626
2135,-0.605,0.797,10.300,4.800,22.100,3.400,93.800,2.900,11.000,4.000,7.300,4.800,5.400,100.200,10.200,1052.400,1.400,2.300,0.800,3.800,14.600,101.500,1.400,17.030,15.936
2136,-0.543,0.840,7.000,8.800,16.200,9.100,42.200,2.200,7.200,3.800,5.600,6.500,5.300,58.100,8.000,977.700,1.600,2.000,0.500,3.400,13.900,101.500,1.400,37.310,17.424
2137,-0.362,0.932,4.200,4.300,14.700,6.700,25.300,2.400,6.100,3.500,3.700,4.500,4.600,61.800,8.100,1184.300,1.500,1.900,0.400,3.900,13.800,101.500,1.400,46.740,20.180
2138,-0.339,0.941,1.700,6.300,18.600,7.200,31.500,3.300,5.200,3.900,2.900,3.800,2.600,65.500,15.300,853.600,1.400,1.800,0.300,4.200,14.000,101.400,1.400,40.600,23.061
2139,-0.274,0.962,3.900,9.600,21.500,7.500,27.200,2.300,6.200,3.500,3.800,1.700,3.800,57.600,13.500,927.700,1.500,1.600,0.300,5.100,13.500,101.400,1.400,40.280,27.263
2140,-0.244,0.970,6.100,6.800,31.700,10.000,43.300,1.700,7.200,3.400,4.000,3.500,4.500,42.000,9.600,889.300,1.500,1.900,0.400,5.600,13.400,101.400,1.400,29.310,29.761
2141,-0.332,0.943,10.600,4.000,46.500,9.400,68.000,2.300,12.200,4.100,6.400,5.300,4.500,31.200,3.300,1149.300,1.500,2.200,0.600,4.900,13.600,101.400,1.400,20.370,30.951
2142,-0.314,0.949,28.500,2.000,49.500,4.400,93.700,4.100,19.400,5.000,8.300,7.000,5.200,30.600,5.500,1050.400,1.600,2.900,0.900,4.600,13.500,101.500,26.300,9.930,30.196
2143,-0.228,0.974,63.800,6.300,146.600,9.100,98.100,5.700,30.400,6.600,13.000,17.300,8.500,25.000,5.600,1153.900,1.700,3.900,1.000,5.100,14.000,101.500,154.800,12.100,29.580
2144,-0.299,0.954,45.400,9.400,128.200,11.300,80.300,5.800,20.500,4.200,6.800,9.500,6.200,107.800,7.900,1026.500,1.600,5.000,0.800,5.900,16.100,101.500,338.400,22.150,27.685
2145,-0.306,0.952,14.700,3.500,37.200,12.500,40.200,4.900,8.100,2.200,3.600,3.300,3.800,47.000,16.000,877.000,1.500,3.200,0.500,8.000,17.700,101.500,500.300,40.480,26.903
2146,-0.352,0.936,17.400,8.400,85.900,14.300,57.800,4.800,14.700,3.300,9.200,12.700,4.800,33.700,13.400,1055.900,1.500,2.700,0.500,6.800,19.100,101.500,614.000,38.480,26.638
2147,-0.245,0.969,29.000,8.100,108.900,11.900,76.000,6.000,13.600,2.900,7.300,11.900,6.700,34.600,3.000,1020.100,1.600,3.600,0.500,7.100,19.300,101.400,679.600,39.250,26.509
2148,-0.245,0.969,18.000,7.900,62.200,14.700,61.200,5.500,10.800,2.400,3.900,1.300,5.100,42.600,8.300,861.400,1.600,3.400,0.500,7.800,19.400,101.300,680.800,48.100,28.858
2149,-0.240,0.971,15.700,3.900,50.800,14.900,54.500,5.700,8.300,2.300,4.100,3.200,3.600,46.900,6.800,886.200,1.600,2.800,0.500,8.100,19.400,101.200,593.800,62.810,34.163
2150,-0.184,0.983,10.700,4.100,44.600,10.300,48.900,5.300,8.500,2.700,3.800,0.100,4.900,50.800,9.400,944.700,1.600,2.300,0.500,7.700,19.000,101.200,321.500,63.530,40.863
2151,-0.220,0.976,12.000,5.800,40.700,10.800,55.600,5.200,10.300,2.300,2.300,0.100,4.800,51.900,9.700,836.200,1.600,2.500,0.500,8.200,18.700,101.100,216.700,63.270,47.259
2152,-0.250,0.968,10.100,2.700,30.600,9.900,54.900,4.900,13.900,3.300,6.100,1.400,5.600,56.200,12.100,976.300,1.600,2.100,0.500,9.000,18.200,101.100,105.600,61.470,52.174
2153,-0.262,0.965,8.800,5.500,44.700,9.800,76.200,4.000,13.400,3.200,5.900,2.700,4.400,53.500,11.100,990.600,1.500,2.200,0.500,8.600,17.600,101.100,18.200,51.530,53.555
2154,-0.277,0.961,13.400,7.600,131.800,6.500,104.000,4.600,20.200,2.700,10.100,14.500,5.700,89.900,8.000,896.500,1.600,3.000,0.600,7.800,17.400,101.100,1.400,38.210,53.521
2155,-0.309,0.951,8.800,3.900,134.800,9.100,75.900,5.300,14.800,2.600,8.200,12.300,4.900,42.700,6.100,982.300,1.600,3.200,0.600,7.400,17.200,101.200,1.400,47.040,54.495
2156,-0.334,0.943,10.100,1.600,101.700,11.000,62.300,4.100,12.000,3.500,7.100,6.400,5.600,46.900,6.600,935.700,1.600,3.100,0.500,7.000,17.200,101.200,1.400,51.610,54.934
2157,-0.329,0.944,7.900,3.500,62.300,10.600,60.800,3.900,10.100,3.300,6.400,3.800,4.800,49.500,6.400,977.300,1.500,2.400,0.500,7.000,17.200,101.200,1.400,45.350,52.751
2158,-0.353,0.935,5.000,4.900,23.700,9.400,42.200,3.500,8.400,2.300,4.200,2.500,4.800,46.300,8.600,870.300,1.600,2.300,0.500,5.900,17.200,101.200,1.400,47.590,50.759
2159,-0.405,0.914,2.900,5.500,13.900,7.300,34.500,2.900,5.500,2.200,5.100,4.400,5.200,50.600,11.400,1028.400,1.600,2.000,0.400,4.700,17.100,101.200,1.400,51.640,49.305
2160,-0.324,0.946,2.300,5.600,13.300,9.000,26.500,3.200,6.200,3.100,3.000,1.900,5.300,56.000,9.100,787.500,1.600,2.200,0.400,5.000,16.700,101.200,1.400,54.890,48.483
2161,-0.289,0.957,3.600,6.500,18.500,6.300,27.900,3.200,4.600,2.200,3.000,0.100,3.300,40.900,11.300,815.600,1.700,2.100,0.400,6.400,16.600,101.200,1.400,43.970,47.538
2162,-0.296,0.955,4.000,7.900,42.400,7.500,35.700,2.900,5.300,2.600,2.700,2.400,4.100,44.700,7.700,823.700,1.700,2.200,0.400,6.300,16.500,101.200,1.400,38.450,47.568
2163,-0.322,0.947,5.500,8.100,66.200,8.400,44.200,2.200,7.100,2.500,3.000,1.700,4.300,32.200,7.000,824.000,1.700,2.500,0.400,6.200,16.300,101.200,1.400,35.010,46.064
2164,-0.322,0.947,3.700,5.700,29.600,7.900,24.200,2.800,5.200,2.300,3.200,3.400,4.200,45.200,12.100,841.800,1.600,2.400,0.400,6.800,16.400,101.200,1.400,36.760,44.208
2165,-0.299,0.954,5.400,6.300,31.700,8.000,37.200,2.800,6.800,2.600,3.600,4.200,3.800,35.300,10.500,1049.200,1.500,2.300,0.400,7.100,16.600,101.300,1.400,34.370,42.835
2166,-0.225,0.974,6.500,9.700,50.100,8.100,53.400,3.300,7.600,2.600,2.700,3.200,4.500,29.900,12.400,914.100,1.500,2.400,0.500,8.000,16.200,101.200,14.900,29.650,40.593
2167,-0.286,0.958,8.100,8.100,48.800,8.500,54.100,3.100,11.200,2.600,4.800,6.000,3.300,95.100,7.900,919.400,1.700,2.500,0.500,5.700,16.400,101.300,97.800,28.110,37.651
2168,-0.266,0.964,13.200,6.500,122.200,10.200,53.300,3.900,11.500,2.100,8.000,20.400,5.000,22.600,13.300,841.700,1.600,3.200,0.500,9.200,17.900,101.300,329.600,30.990,34.664
2169,-0.307,0.952,12.600,3.600,59.600,7.600,32.200,3.200,7.700,2.000,3.900,6.100,4.400,26.500,8.300,901.900,1.500,2.900,0.400,9.600,19.300,101.300,429.900,32.840,33.273
2170,-0.353,0.935,8.600,4.500,48.600,7.400,28.800,3.700,7.700,1.200,4.900,7.000,2.800,26.600,13.000,816.400,1.500,2.400,0.400,7.000,20.700,101.300,608.100,39.930,33.458
2171,-0.274,0.962,15.000,5.400,92.400,10.900,44.100,4.000,11.400,1.100,8.000,12.300,4.700,20.900,13.500,881.900,1.600,3.000,0.500,6.300,20.900,101.300,671.300,41.160,34.226
2172,-0.235,0.972,12.400,3.900,74.200,16.400,40.900,4.100,8.900,2.300,4.700,0.900,5.100,51.100,2.300,942.200,1.600,3.000,0.500,6.700,21.000,101.200,551.000,49.420,35.809
2173,0.003,1.000,13.700,5.800,70.600,12.700,59.100,4.200,7.100,2.100,3.800,3.500,4.500,42.200,4.400,902.600,1.600,3.100,0.500,6.700,19.900,101.100,524.900,41.650,36.719
2174,-0.111,0.994,11.500,4.400,51.300,11.300,46.300,3.900,6.500,1.900,3.500,4.000,6.600,49.800,6.800,949.900,1.700,2.900,0.500,7.600,19.100,101.100,353.000,47.350,38.931
2175,-0.261,0.965,9.200,3.700,50.600,10.900,53.400,3.900,7.800,2.700,4.800,3.000,5.700,51.100,11.900,911.900,1.600,2.600,0.500,8.800,18.700,101.000,275.900,43.430,40.846
2176,-0.252,0.968,8.800,4.000,43.000,9.900,51.800,3.300,7.200,2.900,4.100,2.400,4.400,52.200,14.100,889.200,1.700,2.300,0.500,8.800,18.600,101.000,120.900,43.610,42.424
2177,-0.242,0.970,6.100,4.900,41.600,8.800,63.200,2.800,6.500,2.800,4.800,2.500,4.000,37.400,12.300,969.100,1.700,2.100,0.500,8.200,18.000,101.000,13.300,36.180,42.841
2178,-0.269,0.963,6.400,5.200,58.000,4.900,77.700,2.900,8.000,2.900,4.300,4.800,3.400,27.800,15.000,1207.300,1.700,2.300,0.500,8.700,17.800,101.100,1.400,27.200,41.250
2179,-0.264,0.965,8.700,5.600,28.100,10.200,58.000,3.000,6.500,2.700,4.100,3.400,5.500,41.700,11.100,787.200,1.700,2.100,0.500,7.400,17.300,101.100,1.400,33.770,40.326
2180,-0.254,0.967,8.100,9.900,37.300,5.600,68.700,3.400,5.000,2.900,4.500,4.200,3.800,24.100,12.000,867.900,1.700,2.200,0.600,5.500,17.200,101.200,1.400,27.270,37.558
2181,-0.148,0.989,11.100,8.500,49.500,2.800,97.900,3.800,8.300,3.600,5.100,7.800,5.200,18.300,10.700,876.100,1.800,2.500,0.700,3.000,17.400,101.300,1.400,16.040,34.356
2182,-0.276,0.961,16.500,9.900,49.700,5.500,100.000,4.100,8.800,4.600,6.100,7.100,6.200,29.700,6.900,818.100,1.700,2.700,0.800,5.300,18.100,101.300,1.400,13.090,30.074
2183,-0.239,0.971,12.300,8.800,73.200,2.300,87.200,3.300,9.100,3.400,4.400,3.700,5.200,27.300,3.800,1049.500,1.700,2.700,0.600,5.900,18.100,101.200,1.400,19.830,27.124
2184,-0.296,0.955,13.800,9.500,54.900,2.600,55.900,2.800,6.900,2.900,2.500,5.700,4.000,23.600,3.700,886.200,1.800,2.200,0.600,2.000,17.700,101.300,1.400,24.010,24.674
2185,-0.435,0.900,11.000,6.000,22.900,5.300,29.000,3.500,5.000,2.800,2.900,0.400,5.000,41.800,8.900,1036.800,1.600,1.500,0.400,3.300,17.800,101.200,1.400,34.640,24.481
2186,-0.521,0.854,9.000,7.600,15.300,5.200,26.400,3.100,4.300,3.300,3.800,2.300,4.300,45.700,9.400,960.600,1.800,1.000,0.400,2.600,17.400,101.200,1.400,32.060,25.089
2187,-0.561,0.828,5.000,7.500,14.200,6.500,24.500,4.700,4.300,2.700,3.200,1.600,3.300,47.300,12.600,797.000,1.700,1.100,0.400,4.100,16.900,101.200,1.400,31.410,24.794
2188,-0.593,0.805,5.200,7.900,12.000,5.100,23.600,4.400,4.300,2.500,2.600,0.100,3.000,43.800,10.900,913.200,1.700,1.200,0.400,7.200,17.000,101.200,1.400,30.380,25.183
2189,-0.539,0.842,8.200,7.500,8.800,6.500,34.900,3.300,8.200,2.600,4.800,0.900,5.200,40.300,3.300,975.700,1.700,1.100,0.500,5.900,17.100,101.200,1.400,26.910,26.541
2190,-0.697,0.717,13.700,6.900,16.000,8.800,46.200,2.500,9.600,2.800,3.100,4.000,5.900,18.900,6.200,1019.800,1.700,1.200,0.600,4.900,17.100,101.300,5.900,20.840,27.510
2191,-0.864,0.503,12.200,7.400,18.400,7.900,52.000,2.700,7.300,2.700,3.000,6.000,3.800,17.100,11.700,945.500,1.500,1.300,0.600,4.300,17.300,101.400,46.300,17.460,27.214
2192,-0.716,0.698,13.400,2.900,23.100,7.700,42.400,2.400,13.800,2.900,3.200,4.100,4.400,19.300,10.100,1011.700,1.600,1.300,0.600,4.700,17.700,101.500,185.600,21.380,26.885
2193,-0.712,0.702,15.600,6.600,21.400,7.800,32.500,3.100,10.900,2.000,3.500,3.200,4.600,89.300,11.500,830.900,1.600,1.100,0.500,5.200,19.400,101.500,340.400,26.550,25.874
2194,-0.722,0.692,12.500,4.200,11.400,8.300,19.800,2.700,12.300,1.500,4.000,3.400,3.800,30.200,10.600,817.000,1.500,1.000,0.400,4.900,21.100,101.500,491.500,30.520,25.681
2195,-0.742,0.670,11.600,4.200,10.800,8.400,18.700,3.000,12.900,1.600,4.000,1.000,4.400,28.600,8.700,910.500,1.600,0.700,0.400,4.100,22.900,101.400,490.100,34.980,26.128
2196,-1.000,0.021,8.100,1.900,15.200,7.000,9.500,2.500,4.800,1.100,2.600,2.700,4.200,33.100,11.900,793.300,1.400,0.900,0.300,3.400,24.100,101.400,556.700,38.070,27.089
2197,0.882,-0.471,21.700,1.400,28.900,9.200,35.500,4.400,10.800,4.400,7.800,1.300,5.300,155.400,15.300,876.400,1.500,0.900,0.500,2.100,24.500,101.300,603.000,35.100,28.113
2198,0.769,-0.639,19.200,4.600,58.100,11.900,66.200,4.600,9.800,2.300,3.500,4.000,5.200,20.500,10.600,986.600,1.600,1.700,0.700,3.200,22.900,101.300,335.200,30.460,29.315
2199,0.772,-0.636,16.400,2.000,85.100,9.200,69.100,3.700,10.400,2.100,4.000,7.300,6.100,28.200,5.600,917.900,1.700,1.900,0.700,3.200,22.500,101.300,212.700,30.320,30.923
2200,0.951,-0.311,22.400,0.100,138.500,6.600,91.400,3.600,16.500,4.200,7.300,12.600,7.200,2.400,0.100,884.000,1.600,2.100,0.700,2.600,22.700,101.300,99.300,26.600,31.575
2201,0.889,0.457,19.900,3.600,102.500,6.000,102.300,3.400,27.800,5.200,6.900,4.700,8.600,15.400,0.800,779.400,1.600,2.900,0.900,3.100,22.200,101.300,26.500,18.370,30.553
2202,0.644,0.765,40.700,8.900,100.700,6.800,149.900,4.800,29.600,5.400,11.300,14.600,8.400,21.100,2.200,990.100,1.700,3.100,1.100,1.900,21.200,101.500,1.400,8.790,27.836
2203,0.274,0.962,67.800,7.300,107.200,6.000,158.200,6.300,37.800,7.600,14.300,17.200,10.500,0.100,0.100,877.800,1.600,3.900,1.400,1.400,20.200,101.500,1.400,5.700,24.176
2204,0.177,0.984,43.100,4.300,74.200,4.600,136.400,5.300,30.900,6.200,11.800,7.800,8.100,21.400,4.800,939.000,1.700,3.500,1.300,1.900,19.500,101.600,1.400,6.230,20.196
2205,0.565,0.825,17.800,9.100,40.400,4.400,121.800,3.600,15.500,4.800,7.000,5.800,7.100,18.800,7.900,997.300,1.700,2.400,1.100,1.700,19.200,101.600,1.400,10.860,17.166
2206,0.877,0.480,40.200,10.700,22.900,5.600,139.200,6.000,35.700,7.500,12.000,8.500,10.500,20.500,0.300,960.000,1.700,2.200,1.600,1.200,19.000,101.600,1.400,4.030,13.863
2207,0.651,0.759,60.300,9.600,18.900,4.800,131.400,7.600,32.800,7.800,12.400,6.100,10.700,10.300,2.600,972.600,1.800,2.300,1.800,1.300,18.900,101.700,1.400,6.260,10.855
2208,0.564,0.826,8.800,8.000,9.900,4.900,55.200,3.200,6.500,3.700,5.000,2.100,5.700,46.100,7.200,886.400,1.600,2.300,0.900,1.800,18.400,101.700,1.400,29.680,11.240
2209,0.683,0.730,10.500,11.000,6.600,8.300,41.200,2.900,8.800,3.400,6.100,4.400,5.000,114.900,4.700,890.800,1.700,2.000,0.700,2.000,17.600,101.700,1.400,29.900,12.681
2210,0.980,0.198,8.000,8.100,9.500,5.900,31.600,2.100,3.800,3.300,2.400,1.600,4.300,49.800,9.800,890.400,1.900,2.000,0.500,2.100,17.000,101.700,1.400,32.700,15.670
2211,0.996,0.094,8.300,9.700,8.800,6.700,27.600,3.300,5.700,2.900,3.800,4.300,4.600,83.600,8.800,971.000,1.600,2.500,0.400,1.500,16.400,101.700,1.400,30.270,18.741
2212,0.965,0.261,8.900,9.500,8.000,8.300,39.500,2.500,5.200,3.100,2.600,0.600,3.900,37.500,8.300,1069.000,1.800,1.800,0.400,1.200,16.300,101.700,1.400,27.640,21.418
2213,0.941,0.337,12.000,10.800,6.900,9.800,57.500,1.800,6.600,3.800,3.300,6.800,5.400,29.400,0.200,927.200,1.800,1.800,0.600,1.000,16.200,101.700,1.400,15.710,22.024
2214,0.998,-0.070,32.800,11.100,8.100,3.900,101.800,3.800,16.200,5.900,9.100,7.000,7.800,24.500,0.100,952.600,1.800,2.300,1.000,1.400,16.200,101.800,28.000,8.420,22.573
2215,0.969,0.249,69.400,8.400,10.700,4.100,101.000,5.400,24.700,6.200,10.100,6.000,8.500,21.100,0.100,966.400,1.800,2.700,1.500,1.900,17.100,101.900,165.700,13.070,23.424
2216,0.895,0.446,31.300,6.000,10.000,9.400,60.400,4.900,10.200,6.000,7.400,4.700,8.100,223.600,5.600,943.500,1.700,2.100,1.100,2.200,18.400,101.900,350.200,26.300,23.001
2217,0.635,0.773,22.300,3.200,10.900,8.600,47.600,4.100,7.200,4.100,5.700,2.500,5.600,92.800,9.900,890.200,1.700,1.800,0.800,2.500,19.900,101.900,519.000,31.670,23.223
2218,0.460,0.888,18.500,1.900,17.800,10.100,40.700,3.400,5.800,3.600,4.900,6.100,5.900,46.200,8.800,876.800,1.700,2.000,0.600,2.800,21.500,101.800,640.900,36.530,23.701
2219,0.250,0.968,15.900,2.500,27.500,8.000,31.200,4.100,6.300,2.300,3.100,5.000,5.200,52.100,13.900,664.400,1.700,2.000,0.500,3.500,22.200,101.800,717.800,41.590,25.116
2220,0.309,0.951,13.700,3.200,27.500,9.700,30.000,3.700,6.000,2.500,3.400,0.200,5.200,50.300,11.900,829.500,1.700,2.100,0.500,3.100,22.400,101.700,714.300,46.940,27.529
2221,0.539,0.842,12.800,3.800,28.900,11.200,38.800,3.700,6.100,2.400,4.200,2.000,6.600,42.200,8.900,882.500,1.700,3.700,0.600,2.500,22.900,101.600,647.300,48.380,31.613
2222,0.474,0.880,12.400,2.600,23.500,9.100,37.000,4.000,5.300,2.100,2.500,1.000,6.700,43.000,8.100,916.400,1.700,2.300,0.600,3.600,22.100,101.600,524.200,47.550,36.504
2223,0.824,0.566,14.600,3.200,35.400,10.400,37.300,3.200,7.900,3.000,4.200,4.000,7.800,54.500,6.800,990.700,1.600,1.900,0.600,3.000,22.000,101.600,350.200,47.430,40.799
2224,0.350,0.937,14.700,3.400,35.600,10.500,47.600,3.200,7.300,2.700,4.100,0.100,6.700,47.300,6.000,944.300,1.700,2.100,0.600,3.700,20.900,101.600,174.800,42.240,42.791
2225,0.137,0.991,9.400,3.500,21.500,10.400,54.300,4.100,8.000,2.500,4.900,3.900,5.300,82.700,10.600,697.300,1.600,2.500,0.700,4.200,19.700,101.600,31.700,35.730,43.299
2226,0.059,0.998,12.800,5.900,19.800,7.100,74.000,3.400,14.900,3.300,5.600,3.500,6.300,13.600,11.100,959.000,1.700,2.500,0.700,2.700,18.900,101.600,1.500,22.000,41.483
2227,0.080,0.997,18.600,7.600,19.000,2.700,104.700,4.400,21.000,4.600,7.000,6.500,7.600,11.600,9.800,870.600,1.600,2.800,1.000,2.100,18.800,101.700,1.400,11.230,37.688
2228,0.007,1.000,40.600,5.800,23.500,4.800,120.200,5.800,36.200,7.300,12.100,7.800,9.900,14.800,6.600,969.200,1.700,3.000,1.400,1.100,18.700,101.700,1.400,4.770,32.416
2229,0.184,0.983,63.900,1.600,31.700,4.700,116.300,5.900,34.700,7.000,11.600,5.200,10.100,18.700,4.600,1053.600,1.600,3.200,1.500,1.200,18.800,101.700,1.400,4.670,26.953
2230,-0.381,0.925,31.500,3.700,46.100,0.100,94.600,3.300,28.200,8.000,10.500,6.400,10.400,30.100,1.100,1242.800,1.700,3.300,1.200,2.300,18.900,101.600,1.400,7.470,21.943
2231,-0.885,0.465,69.400,4.100,139.900,3.700,99.700,5.200,26.900,6.900,11.700,11.800,9.400,0.100,0.100,955.200,1.700,5.500,1.100,1.300,18.100,101.600,1.400,8.190,17.038
2232,-0.424,0.906,11.300,6.900,33.800,8.300,61.700,3.200,11.300,3.800,3.700,4.600,6.100,23.000,7.200,867.800,1.800,2.900,0.700,2.200,18.100,101.600,1.400,14.840,13.613
2233,-0.564,0.826,6.500,7.200,14.800,5.600,31.800,3.400,6.000,2.600,3.500,1.800,4.200,30.100,14.600,873.000,1.700,1.600,0.500,2.500,17.900,101.500,1.400,26.760,12.491
2234,-0.515,0.857,3.600,5.400,11.300,4.800,23.600,3.400,4.300,2.400,2.700,1.100,3.400,32.600,11.800,919.100,1.800,1.400,0.400,2.700,17.600,101.500,1.400,32.580,13.814
2235,-0.734,0.679,6.900,7.000,10.000,5.800,29.500,1.800,4.300,2.900,2.400,3.400,4.900,28.400,7.200,943.100,1.800,1.800,0.300,2.900,17.000,101.500,1.400,26.530,15.726
2236,-0.365,0.931,9.300,9.500,10.300,6.500,41.900,2.000,6.300,3.200,3.300,4.400,5.300,25.100,5.900,916.500,1.700,1.800,0.400,2.200,17.000,101.500,1.400,19.600,17.580
2237,-0.324,0.946,25.700,9.700,9.900,5.800,71.300,4.300,19.700,5.000,7.600,4.200,6.900,27.100,0.100,959.800,1.600,1.900,0.800,2.300,17.400,101.500,1.400,8.870,18.105
2238,-0.368,0.930,58.000,9.400,14.500,3.300,76.600,6.200,28.700,6.300,9.300,6.800,8.000,18.500,0.100,930.700,1.800,2.100,1.300,2.900,17.900,101.500,27.400,5.060,17.804
2239,-0.371,0.928,62.400,9.500,15.000,9.800,69.800,5.900,11.800,5.700,8.700,3.300,8.600,21.700,0.100,962.900,1.800,2.300,1.100,4.100,18.400,101.600,176.800,9.090,17.916
2240,-0.466,0.885,28.200,8.600,16.800,11.800,50.700,3.100,19.600,3.100,5.700,4.000,8.000,19.500,3.700,1054.300,1.500,2.000,0.900,4.300,20.400,101.600,360.300,20.410,18.613
2241,-0.637,0.771,21.500,3.000,16.400,11.700,33.200,3.500,19.000,4.300,9.700,6.600,9.000,30.400,8.200,844.500,1.600,1.500,0.500,6.100,22.800,101.600,532.800,29.250,18.924
2242,-0.692,0.722,5.700,6.300,15.900,7.100,21.500,4.400,11.500,1.300,4.600,0.100,3.000,27.700,11.800,803.600,1.500,1.300,0.400,6.400,24.800,101.500,654.800,40.400,19.901
2243,-0.592,0.806,8.000,4.900,12.700,6.700,15.300,3.700,7.600,1.400,2.100,0.100,4.000,34.200,16.000,880.400,1.600,1.100,0.300,6.500,26.900,101.400,730.300,41.860,21.818
2244,-0.700,0.714,6.600,3.500,7.500,7.200,14.700,3.900,12.500,1.900,4.400,2.100,5.300,42.800,8.000,695.100,1.500,1.000,0.300,7.000,28.200,101.300,724.700,40.280,24.403
2245,-0.673,0.740,6.800,2.700,6.800,7.200,15.000,3.200,6.600,1.600,3.700,0.100,6.400,24.600,10.200,723.200,1.500,1.200,0.300,6.600,29.000,101.200,642.800,37.790,28.018
2246,-0.191,0.982,22.200,10.400,85.800,12.900,73.100,5.000,10.000,2.200,4.900,3.300,8.700,26.100,10.800,911.100,1.600,2.300,0.600,5.800,27.200,101.100,515.000,39.450,32.316
2247,-0.259,0.966,11.900,4.300,49.400,11.100,57.100,4.000,11.100,2.100,3.600,3.600,8.200,44.600,12.500,1018.400,1.600,2.700,0.500,7.600,25.900,101.000,343.400,42.550,36.499
2248,-0.272,0.962,11.200,4.500,25.800,10.700,54.600,3.900,12.200,2.900,5.400,2.200,7.000,48.000,9.600,744.100,1.500,2.300,0.500,7.800,24.600,101.000,159.000,42.060,39.205
2249,-0.286,0.958,8.700,6.100,31.600,8.500,72.800,4.700,16.500,3.200,6.700,2.500,4.500,155.500,16.900,848.800,1.500,2.300,0.600,7.900,23.800,101.000,27.200,35.170,39.945
2250,-0.261,0.965,43.200,13.600,196.600,4.400,142.000,3.400,27.700,3.700,6.800,18.200,7.400,0.100,52.600,912.400,1.700,4.600,0.600,7.900,22.800,101.000,1.400,7.410,35.821
2251,-0.339,0.941,7.300,7.400,59.200,7.200,66.000,4.900,10.400,3.400,7.200,6.200,5.800,110.900,20.800,879.800,1.500,3.700,0.600,6.400,22.200,101.000,1.400,25.420,33.766
2252,-0.419,0.908,11.200,5.600,28.900,5.200,79.300,3.600,13.300,4.000,5.400,7.900,4.500,25.300,17.400,940.200,1.600,2.400,0.500,6.100,21.700,101.000,1.400,20.520,31.296
2253,-0.423,0.906,5.500,3.700,11.200,6.000,49.200,4.500,9.100,2.600,5.400,1.400,4.100,10.400,15.600,890.400,1.600,2.100,0.500,5.500,21.100,101.000,1.400,25.470,29.756
